airline_sentiment,text
positive,@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :)
positive,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!
neutral,@AmericanAir 8:30 departure?  Sure. Is there a catering strike at JFK?  @FoxNews @CNBC @BloombergRadio http://t.co/HPgXYZRW8o
negative,@USAirways and it still says it's on time on your website btw
negative,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢"
neutral,@united flight...gotta make this connector
neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
negative,@JetBlue just lost very loyal customers who use them 4-10 times a year.
neutral,@jetblue is there no way to switch to earlier flight to JFK even if I checked a bag?
negative,@SouthwestAir Please update your website
negative,@USAirways : We Suck -- And Pass the Savings on to Us! #usairwaysfail
positive,@united thank you
negative,@AmericanAir Trying to rebook a flight with you because of Cancelled Flightlation is a nightmare.  I was hung up on once. Can you help me rebook?
positive,"@united Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs."
negative,@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July
negative,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution"
negative,"@AmericanAir , I was told my flights 2516 &amp; 2244 was Cancelled Flightled. But I don't seem to have any date/time changes. I've been waiting for a call"
neutral,@SouthwestAir iiiii need help with my flight schedule!!! haha
positive,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
negative,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it."
positive,@SouthwestAir Thanks.
negative,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes"
negative,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
negative,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!
positive,@AmericanAir #americanview New paint scheme looks great! #usairways http://t.co/Gt6umHbh43
negative,@AmericanAir my flight was Cancelled Flightled from Laguardia to Louisville Ky and i am  stuck at the airport. Do you guys compensate for this?
negative,@united I am still in the airport waiting for my flight.
neutral,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?"
negative,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund"
negative,@USAirways was on hold for about 45 minutes after speaking 2 lady at the airport counter. Gave up
negative,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this."
negative,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail
negative,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes
positive,@SouthwestAir I would appreciate that.  Thank you.
negative,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge
positive,@USAirways Your CLT baggage crew deserves a #kudos. I had to run to make my connection. And my bags still made it! #CustomerService
negative,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
negative,Only 14 biz days (18 calendar) to respond to my inquiry @united ?  I hope your standards are universally adopted :-/ #BadCustomerService
negative,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!
negative,@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.
positive,@VirginAmerica come back to #PHL already. We need you to take us out of this horrible cold. #pleasecomeback http://t.co/gLXFwP6nQH
positive,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.
neutral,@united how about 3659 YUL-ORD?
negative,"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall"
negative,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
neutral,@united landing in Chicago - saw it once we were already airborne.
positive,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!"
negative,"@USAirways Your software is broken. ""Call Customer Support"" is not the fix. Like I said earlier, yell at your developers."
negative,@united why is my flight from mke to ord getting delayed? Our gate attendant is not communicating!
negative,@JetBlue kids fly. Don't hire people who don't care about them. This guy. #jetblue http://t.co/clvlhfgUZw
negative,"@united even after running to gate from your connecting flight, your customer service not let us in the plane that was just parked. Stranded"
negative,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
negative,@united never flying United again! Worst experience ever
positive,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places..."
negative,@AmericanAir not in any way that I am happy with or find acceptable.   If I could speak to a human maybe that would happen
positive,@JetBlue sure is 💙
negative,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?
negative,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?
positive,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
negative,@VirginAmerica  I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!
negative,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane
negative,@united no because you will charge me or delay me further. United 1612 still waiting.
negative,@SouthwestAir thanks! I expected a wait... Just not that long. :)
negative,@USAirways bad weather shouldn't mean bad service
negative,@USAirways just lost a faithful customer.
positive,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice
negative,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59"
negative,"@AmericanAir flight from DC to LA, not to mention fix the circuit breaker in our bathrooms because this plane is as old as me..."
neutral,@VirginAmerica should use this in their next airline commercial lol :: http://t.co/pXEXIlSjBs
negative,@USAirways It wasn't weather this morning.  AWE1701 diverted back to BOS due to mechanical issues.  So far lost one of 3 days :(
positive,@SouthwestAir yes. Thank you. Oct 25-oct 31
neutral,@united chase says no referral bonus. Thanks.
negative,“@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP”. I get group 1&amp;2. Just no reason on 3/5.
negative,"@USAirways 42 minutes holding. Seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed."
negative,"@AmericanAir no, you should do something about everything happened yesterday..."
negative,@USAirways this is got to be the worst service I've ever seen with an airline. 3 Cancelled Flightled flights. Rude employees. Currently flight delayed
neutral,@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.
neutral,@united I have a question about my interview process I had only one interview but was the last person is that good or bad
